"id","english_label"
19941,"get lost"
19942,"get out"
19943,"get out of A"
19944,"get upset"
19945,"get used to A"
19946,"give off A"
19947,"give up"
19948,"give up on A"
19949,"go a long way"
19950,"go around A"
19951,"go away"
19952,"go back"
19953,"go by"
19954,"go down A"
19955,"go down to A"
19956,"go for a walk"
19957,"go for it"
19958,"go on"
19959,"go out of A"
19960,"go up"
19961,"go without A"
19962,"have an effect on A"
19963,"hold A in my arms"
19964,"hold on to A"
19965,"hope for A"
19966,"jump off A"
19967,"jump up at A"
19968,"keep A away"
19969,"keep A in mind"
19970,"keep on doing"
19971,"keep up A"
19972,"lead A to B"
19973,"leave A behind"
19974,"leave a message"
19975,"leave B"
19976,"leave home"
19977,"leave out A"
19978,"lie down"
19979,"live in A"
19980,"live on"
19981,"lock up A"
19982,"look after A"
19983,"look back"
19984,"look in A"
19985,"look out of A"
19986,"look up at A"
19987,"lose my way"
19988,"make up my mind"
19989,"make use of A"
19990,"mistake A for B"
19991,"move back to A"
19992,"name A after B"
19993,"leave A for B"
19994,"open up A"
19995,"pass around A"
19996,"pass away"
19997,"pay attention to A"
19998,"prepare for A"
19999,"pull A back"
20000,"put A into B"
20001,"put A into words"
20002,"put down A"
20003,"remind A to do"
20004,"run after A"
20005,"run back to A"
20006,"scare A away"
20007,"search for A"
20008,"set off A"
20009,"shake hands with A"
20010,"share A with B"
20011,"shut up A"
20012,"slow down"
20013,"sound like A"
20014,"speak for A"
20015,"speak to A"
20016,"spread out"
20017,"start with A"
20018,"stay with A"
20019,"step on A"
20020,"stop A from doing"
20021,"study abroad"
20022,"suffer from A"
20023,"take A out of B"
20024,"take A to B"
20025,"take advantage of A"
20026,"take away A"
20027,"take off"
20028,"take out A"
20029,"talk about A"
20030,"talk to A"
20031,"tell A about B"
20032,"think ahead"
20033,"toss up A"
20034,"touch my heart"
20035,"translate A into B"
20036,"try my best"
20037,"turn down A"
20038,"walk around A"
20039,"worry about A"
20040,"worth doing"
20041,"write A down"
20042,"write back"
20043,"be able to do"
20044,"be going to do"
20045,"do damage"
20046,"don't have to do"
20047,"must not do"
20048,"need to do"
20049,"continue doing"
20050,"continue to do"
20051,"decide to do"
20052,"have to do"
20053,"stop doing"
20054,"try to do"
20055,"begin to do"
20056,"want to do"
20057,"finish doing"
20058,"remember to do"
20059,"remember doing"
20060,"too A to do"
20061,"so A that ~"
20062,"be glad that ~"
20063,"be sure that ~"
20064,"even though ~"
